PM2.5,PM10,NO2,NH3,SO2,CO,OZONE,AirQualityIndex
75,84,25,2,8,47,23,84
65,86,25,2,14,30,13,86
60,81,25,2,4,10,19,81
144,126,9,2,11,12,19,144
58,70,16,4,11,16,33,70
37,51,42,4,20,25,48,51
100,112,25,8,11,29,71,112
42,53,20,8,15,43,47,53
59,94,44,8,8,20,44,94
81,97,18,4,12,31,17,97
45,97,11,4,6,74,15,74
65,77,36,9,21,27,55,77
54,77,31,9,29,27,55,54
77,108,22,10,10,21,85,108
50,71,10,8,9,29,65,71
67,93,48,6,28,27,58,93
52,84,27,7,16,60,58,84
30,84,29,7,7,60,22,30
67,119,27,10,14,37,92,119
38,119,26,10,6,86,30,86
89,82,16,5,10,79,44,89
91,84,21,7,37,73,49,91
28,28,7,2,7,14,22,28
28,20,7,2,12,14,11,20
24,37,16,1,13,15,24,37
21,26,17,3,5,17,26,26
21,28,14,2,7,49,34,49
23,28,37,4,2,24,18,37
46,48,9,1,16,18,17,48
41,48,69,1,17,75,7,75
16,48,16,1,12,36,87,87
51,48,86,1,69,107,87,107
51,116,6,1,13,28,71,116
59,76,39,5,18,26,68,76
50,89,15,5,22,76,4,89
71,78,18,2,5,30,24,78
80,88,14,2,10,33,1,88
125,120,8,3,2,26,3,125
86,104,32,3,26,20,60,104
57,71,20,8,6,54,105,105
61,75,128,97,1,27,24,128
82,95,16,4,4,20,50,95
71,95,18,4,6,53,93,95
48,95,18,4,7,42,67,67
29,102,12,9,5,21,60,102
71,91,10,9,5,112,60,112
119,117,18,8,63,20,76,119
88,88,16,9,5,15,89,89
51,109,13,30,9,20,46,109
104,130,8,30,4,21,38,130
62,93,21,6,5,19,47,93
66,86,28,5,12,27,56,86
66,40,12,6,5,14,31,40
49,82,12,41,1,31,24,82
106,82,16,41,6,11,62,106
107,118,25,17,14,11,48,118
56,118,9,17,10,34,24,56
151,136,12,1,4,14,38,151
93,94,44,3,12,32,21,94
99,106,14,13,11,25,115,115
24,43,28,1,16,42,8,43
30,83,13,3,32,21,16,83
25,26,19,1,8,23,10,26
17,24,6,8,5,25,9,25
21,26,4,8,2,45,24,45
10,21,4,8,2,5,24,21
54,87,22,3,10,17,59,87
22,41,14,3,16,32,19,41
41,73,7,2,4,18,20,73
44,47,9,5,10,47,88,88
49,49,24,4,16,56,28,56
31,61,27,4,18,69,10,69
32,52,56,9,1,30,9,56
23,28,21,3,18,49,23,49
22,24,6,1,7,13,35,35
64,74,12,9,11,98,4,98
82,78,13,2,17,20,43,82
25,71,29,2,9,73,43,73
58,64,2,7,9,41,39,64
71,82,11,3,10,48,30,82
74,83,26,2,8,48,23,83
62,83,26,2,14,31,13,83
58,79,26,2,4,9,20,79
139,122,9,2,11,12,20,139
59,70,16,4,11,19,34,70
38,50,42,4,19,28,49,50
98,112,24,8,11,31,72,112
42,51,20,8,15,42,46,51
60,94,44,8,8,19,46,94
80,97,17,4,12,33,18,97
46,97,11,4,7,77,16,77
63,77,38,9,20,27,55,77
54,77,30,9,29,27,55,54
76,105,22,10,9,29,83,105
49,69,10,8,9,33,66,69
64,92,47,6,29,28,58,92
50,81,27,7,16,62,57,81
28,81,29,7,7,62,22,29
66,118,27,9,14,41,92,118
36,118,26,9,5,82,30,82
86,81,17,5,10,91,43,91
87,81,21,7,37,72,48,87
29,28,7,2,7,16,20,29
29,20,7,2,13,16,11,20
25,37,15,1,13,15,23,37
21,25,17,3,5,18,24,25
20,28,14,2,7,40,33,40
22,29,37,4,2,26,17,37
44,46,8,1,16,17,17,46
41,46,69,1,17,72,7,72
15,46,17,1,12,38,79,79
50,46,88,1,70,108,79,108
50,114,6,1,13,30,71,114
58,77,39,5,18,26,66,77
50,89,14,5,22,78,4,89
71,78,18,2,5,30,24,78
81,94,14,2,9,32,1,94
124,120,8,3,1,30,3,124
85,103,33,3,25,20,60,103
57,71,21,8,6,55,99,99
60,73,127,98,1,26,23,127
82,95,16,4,4,21,54,95
72,95,18,4,6,53,92,95
44,95,18,4,7,42,65,65
30,102,12,9,6,21,59,102
65,86,10,9,6,112,59,112
119,117,19,8,62,21,78,119
87,88,16,9,5,16,89,89
51,110,13,30,9,19,45,110
102,128,8,30,4,22,36,128
61,91,21,6,5,20,47,91
66,85,25,5,11,28,56,85
66,39,12,6,5,14,30,39
48,81,13,41,1,33,24,81
105,81,16,41,6,12,62,105
106,118,22,17,14,12,47,118
56,118,9,17,10,34,24,56
153,136,12,1,4,15,39,153
92,93,44,3,11,34,21,93
97,105,14,13,11,26,108,108
24,43,28,1,16,42,8,43
30,79,13,3,32,22,15,79
24,22,17,1,8,24,10,24
17,24,6,8,5,24,9,24
49,83,23,2,10,20,54,83
22,42,15,3,16,23,19,42
39,71,7,2,4,19,19,71
43,45,10,5,10,50,84,84
49,50,26,4,15,66,27,66
31,60,26,4,18,66,10,66
32,53,54,11,1,33,8,54
22,29,21,3,18,52,22,52
22,24,6,1,7,13,33,33
64,72,12,10,11,98,4,98
81,77,14,2,17,20,41,81
26,72,28,2,9,77,41,77
58,62,2,7,9,41,39,62
70,81,11,3,10,49,30,81
74,82,28,3,9,49,22,82
60,80,28,3,14,32,13,80
57,77,28,3,4,10,20,77
133,117,9,3,11,12,20,133
59,69,17,4,11,23,34,69
39,52,40,4,18,34,47,52
96,111,23,8,11,30,68,111
38,67,29,6,13,62,44,67
95,131,34,6,9,60,56,131
41,51,20,8,15,42,44,51
60,95,44,8,8,21,43,95
79,96,17,4,12,37,19,96
46,96,11,4,7,86,16,86
59,76,38,9,21,27,53,76
54,76,30,9,29,27,53,54
74,102,21,10,9,36,79,102
47,67,10,8,9,35,68,68
60,89,45,6,28,29,57,89
47,80,28,6,15,64,54,80
28,80,29,6,7,64,21,29
64,115,27,9,14,44,88,115
33,115,26,9,5,83,31,83
83,80,19,5,10,93,40,93
84,78,20,8,37,72,47,84
29,28,7,2,7,16,19,29
29,18,7,2,13,16,11,18
25,36,16,1,12,16,20,36
20,25,18,3,5,19,21,25
20,28,15,2,7,42,30,42
23,30,38,4,2,25,17,38
44,45,8,1,16,17,17,45
42,45,69,1,17,70,7,70
15,45,17,1,12,39,76,76
50,45,92,1,70,109,76,109
50,112,6,1,13,33,66,112
58,77,39,5,18,26,62,77
51,88,14,5,22,78,4,88
69,76,18,2,5,31,24,76
81,96,14,2,9,31,1,96
121,119,8,3,1,38,3,121
84,102,34,4,25,22,56,102
56,71,22,9,6,57,91,91
58,72,127,98,1,25,23,127
82,95,16,4,4,21,58,95
71,93,18,4,6,53,90,93
44,93,18,4,7,46,66,66
30,101,12,8,5,20,59,101
59,83,10,8,5,113,56,113
119,117,20,8,61,22,76,119
86,87,16,9,5,17,86,87
51,110,13,31,9,20,44,110
100,126,8,31,5,22,32,126
60,90,21,6,5,21,45,90
65,84,25,5,11,29,54,84
65,38,12,6,5,14,29,38
48,81,13,41,1,34,22,81
102,81,16,41,6,12,59,102
103,117,20,17,14,13,46,117
55,117,8,17,10,35,24,55
151,136,13,1,4,16,38,151
90,92,43,3,11,37,20,92
95,105,13,14,11,28,99,105
23,42,28,1,16,42,8,42
30,74,13,3,32,23,14,74
23,19,17,1,8,26,10,26
16,23,6,8,5,25,9,25
46,79,23,2,10,21,48,79
23,43,15,3,15,24,19,43
38,69,8,2,4,20,18,69
42,45,11,5,10,54,78,78
50,51,27,4,15,72,23,72
31,60,26,4,18,65,10,65
34,56,54,11,1,44,7,56
22,29,21,3,18,55,20,55
22,24,6,1,7,14,32,32
63,67,13,10,11,98,4,98
78,76,14,2,17,20,40,78
26,73,28,2,10,79,40,79
57,60,2,7,9,42,37,60
69,79,11,3,10,47,30,79
73,81,29,3,9,47,21,81
58,77,29,3,14,32,12,77
56,76,29,3,4,11,19,76
127,113,9,3,11,11,19,127
59,68,17,4,11,21,33,68
41,55,37,3,18,40,46,55
93,110,23,8,11,28,61,110
39,66,29,6,13,63,45,66
96,132,34,6,9,56,52,132
41,51,20,8,15,42,41,51
61,96,44,8,8,26,38,96
79,96,17,4,12,37,24,96
46,96,11,4,7,90,17,90
57,74,38,8,20,28,49,74
54,74,29,8,29,28,49,54
68,96,18,10,8,43,73,96
46,65,10,7,8,36,69,69
56,87,43,6,24,30,53,87
46,81,28,6,15,67,50,81
27,81,28,6,7,67,21,28
60,111,26,9,14,47,83,111
32,111,26,9,5,82,29,82
80,79,19,5,11,96,37,96
81,77,20,8,38,70,46,81
28,28,7,2,6,16,18,28
28,17,7,2,13,16,10,17
25,36,16,1,12,17,18,36
20,24,18,3,5,20,18,24
19,27,15,2,7,45,26,45
23,31,38,4,2,24,17,38
41,43,8,1,16,17,17,43
42,43,69,1,17,71,6,71
15,43,17,1,13,42,74,74
50,43,93,1,71,109,74,109
50,111,6,1,14,35,62,111
56,75,38,5,18,26,59,75
52,89,14,5,22,79,4,89
68,74,18,2,5,32,24,74
68,95,15,2,9,30,1,95
115,118,8,3,1,43,3,118
83,101,34,4,25,23,52,101
56,70,23,9,5,59,77,77
57,71,127,99,1,23,22,127
83,96,15,4,4,23,53,96
71,93,18,4,6,54,86,93
43,93,18,4,7,47,63,63
30,100,12,8,5,20,57,100
56,81,10,8,5,113,51,113
118,117,21,8,59,23,73,118
84,87,16,9,5,17,82,87
51,110,13,31,9,21,41,110
97,124,8,31,4,23,30,124
59,89,21,6,5,22,43,89
64,82,24,5,12,31,51,82
64,37,12,6,5,14,28,37
48,80,13,41,1,35,21,80
101,80,16,41,6,12,56,101
100,115,18,17,13,14,45,115
53,115,8,17,9,35,23,53
149,136,14,2,4,18,37,149
87,89,43,3,10,39,20,89
95,106,13,14,11,30,92,106
22,41,28,1,16,43,7,43
30,71,13,3,32,20,12,71
24,19,17,1,8,30,9,30
16,23,6,8,5,27,9,27
45,77,24,2,10,21,44,77
37,75,9,2,8,21,44,75
23,43,14,3,15,25,19,43
37,69,9,2,4,22,16,69
43,46,12,5,10,57,71,71
51,50,27,4,14,69,26,69
31,59,25,4,18,66,10,66
22,30,21,3,18,55,19,55
22,23,6,1,7,14,31,31
60,63,12,11,11,99,4,99
75,75,14,2,15,20,37,75
26,72,28,2,10,81,37,81
58,59,2,7,9,41,39,59
68,78,11,3,10,46,30,78
71,81,29,3,9,46,20,81
56,75,29,3,14,32,12,75
55,76,29,3,4,13,18,76
121,108,9,3,11,12,18,121
58,67,18,4,11,21,33,67
42,58,34,3,18,41,43,58
88,109,22,8,11,28,57,109
39,66,28,6,13,63,47,66
98,134,33,6,9,52,48,134
43,53,20,8,15,43,38,53
63,97,44,8,7,31,33,97
79,97,17,4,12,35,26,97
46,97,11,4,7,92,17,92
56,72,37,8,19,30,45,72
54,72,28,8,29,30,45,54
62,88,16,10,8,45,66,88
44,63,9,7,8,36,69,69
53,85,42,6,24,33,51,85
46,81,28,6,15,68,47,81
27,81,28,6,7,68,20,28
58,108,26,9,14,50,78,108
28,108,27,9,6,80,28,80
76,77,18,5,11,97,35,97
73,74,19,7,38,68,44,74
28,28,7,2,6,18,16,28
28,17,7,2,13,18,10,17
24,35,16,1,12,19,15,35
20,24,18,3,5,21,15,24
19,27,15,2,7,47,22,47
23,31,38,4,2,25,16,38
39,40,8,1,16,18,17,40
43,40,69,1,17,69,6,69
15,40,17,1,13,43,73,73
50,40,93,1,70,109,73,109
50,111,6,1,14,35,61,111
55,73,38,5,18,27,52,73
52,89,14,5,22,79,4,89
66,72,18,2,5,31,24,72
68,97,15,2,8,29,1,97
108,116,8,3,1,47,3,116
81,101,34,4,25,23,48,101
55,69,24,9,5,59,57,69
57,69,128,99,1,23,21,128
82,95,15,4,4,23,50,95
71,93,18,4,6,54,84,93
42,93,18,4,7,48,59,59
56,82,10,8,6,113,47,113
117,117,20,8,58,24,70,117
83,86,16,9,5,18,76,86
50,110,13,32,9,22,38,110
94,122,7,32,4,23,27,122
58,88,21,6,6,23,40,88
63,81,24,5,13,31,48,81
63,35,12,5,5,14,24,35
48,80,13,41,1,35,18,80
99,80,15,41,6,12,52,99
98,113,17,17,13,15,44,113
52,113,8,17,9,35,22,52
153,137,15,2,4,19,36,153
84,86,43,3,10,41,18,86
95,106,12,14,11,33,87,106
21,40,28,1,16,43,7,43
29,67,13,3,32,21,9,67
26,20,18,1,8,35,8,35
16,22,6,8,5,29,8,29
44,74,23,2,10,22,39,74
38,78,9,2,8,21,39,78
23,43,14,3,15,26,18,43
38,70,9,2,4,23,15,70
43,47,12,5,10,60,63,63
48,48,28,4,14,71,25,71
30,59,25,4,18,67,10,67
22,31,21,3,18,55,16,55
22,23,6,1,7,14,30,30
57,58,11,11,11,99,4,99
74,74,14,2,16,20,34,74
25,72,29,2,10,93,34,93
57,59,2,7,9,41,37,59
68,78,11,3,10,45,29,78
70,83,30,3,9,45,19,83
54,73,30,3,14,33,12,73
55,74,30,3,4,14,16,74
113,103,9,3,11,12,16,113
58,66,18,4,11,21,33,66
43,60,32,3,19,40,40,60
84,109,22,8,12,29,50,109
39,66,27,6,13,63,49,66
97,135,32,6,8,62,42,135
44,54,20,8,15,45,35,54
65,98,44,8,7,36,28,98
83,97,19,4,12,29,26,97
46,97,11,4,8,91,18,91
55,71,37,8,17,32,39,71
53,71,27,8,29,32,39,53
58,85,16,11,8,51,58,85
42,61,8,7,8,34,69,69
52,83,41,6,24,33,48,83
45,80,28,6,15,69,43,80
27,80,28,6,7,69,19,28
55,107,26,9,15,50,70,107
26,107,27,9,5,77,28,77
71,73,18,5,12,97,34,97
67,71,19,7,39,65,43,71
28,27,7,2,6,19,14,28
28,17,7,2,13,19,10,17
24,34,16,1,12,20,12,34
20,24,18,3,5,22,12,24
18,26,15,2,6,47,19,47
23,33,38,4,2,26,15,38
37,39,9,1,16,19,17,39
44,39,70,1,17,68,6,70
15,39,17,1,13,50,68,68
50,39,91,1,70,106,68,106
50,110,6,1,14,35,57,110
53,72,38,5,19,27,46,72
51,87,14,5,22,80,4,87
64,69,18,2,5,31,24,69
67,98,15,2,8,29,1,98
100,114,8,3,1,50,3,114
79,100,33,4,24,23,44,100
54,67,25,9,5,58,46,67
56,67,131,99,1,23,20,131
80,95,15,4,4,24,45,95
71,91,18,4,6,53,81,91
42,91,18,4,7,48,54,54
57,81,10,7,6,113,43,113
116,117,19,8,57,25,67,117
82,85,16,9,5,19,67,85
50,110,13,32,10,23,35,110
89,118,7,32,4,23,23,118
57,86,20,6,6,24,36,86
63,80,23,5,14,31,44,80
63,34,11,5,4,14,22,34
48,79,13,41,1,36,16,79
98,79,15,41,6,12,49,98
94,110,16,17,12,15,42,110
53,110,8,17,10,35,21,53
151,136,16,2,4,20,35,151
80,83,43,3,10,44,18,83
94,105,11,14,11,35,74,105
20,39,28,1,16,43,7,43
30,66,13,3,32,20,7,66
29,22,20,1,8,39,7,39
16,22,6,8,5,30,8,30
43,71,22,2,9,23,35,71
40,80,9,2,8,21,35,80
23,44,14,3,14,27,18,44
37,70,10,2,4,25,13,70
43,47,13,5,10,61,54,61
47,47,30,4,14,74,23,74
29,58,25,4,18,71,10,71
23,31,21,3,18,54,17,54
22,24,6,1,7,13,28,28
55,54,11,10,11,99,4,99
74,73,14,2,16,20,31,74
25,71,29,2,10,103,31,103
57,59,2,7,9,41,32,59
68,77,11,3,11,46,28,77
69,81,30,3,8,46,19,81
54,72,30,3,14,34,12,72
54,74,30,3,4,15,15,74
107,98,9,3,11,12,15,107
58,65,18,4,10,21,35,65
42,59,31,3,19,38,37,59
82,109,22,8,12,30,42,109
39,66,28,6,13,68,45,68
96,135,31,6,8,63,36,135
45,56,20,8,15,48,31,56
66,98,44,8,7,37,23,98
83,95,22,4,13,25,28,95
46,95,11,4,8,88,18,88
55,72,38,8,17,34,34,72
52,72,26,8,29,34,34,52
56,83,16,11,7,58,54,83
40,60,7,7,7,34,65,65
50,81,40,6,23,32,45,81
44,78,27,6,15,69,38,78
25,78,28,6,7,69,18,28
54,105,26,9,14,49,63,105
66,70,17,5,12,94,33,94
63,68,19,7,40,62,40,68
28,27,7,2,6,19,12,28
28,16,7,2,13,19,10,16
24,34,17,1,12,21,9,34
20,23,18,3,5,21,11,23
18,26,15,2,6,45,17,45
24,34,38,4,2,26,15,38
37,39,9,1,16,20,17,39
45,39,70,1,17,69,5,70
16,39,17,1,13,54,62,62
50,39,88,1,69,100,62,100
50,108,6,1,15,35,51,108
50,70,37,5,19,27,41,70
52,86,18,5,22,80,3,86
61,67,18,2,5,31,24,67
67,99,15,2,8,28,1,99
92,110,8,3,1,52,3,110
78,98,32,4,24,23,39,98
52,65,26,9,5,57,35,65
55,66,133,99,1,24,18,133
79,95,15,4,4,25,49,95
71,90,18,4,6,52,76,90
40,90,18,4,6,48,51,51
57,80,10,7,6,113,38,113
115,117,19,8,55,25,63,117
81,84,16,9,5,20,60,84
49,109,13,32,10,24,31,109
83,115,7,32,5,23,18,115
55,84,19,7,6,25,32,84
63,78,22,5,14,31,40,78
63,33,11,5,5,14,17,33
47,79,13,41,1,36,13,79
96,79,15,41,6,12,40,96
90,108,16,17,12,16,39,108
52,108,8,17,10,35,19,52
153,136,16,2,4,21,34,153
75,81,42,3,9,45,17,81
92,104,11,15,11,36,60,104
20,38,27,1,16,42,7,42
30,66,13,3,33,19,6,66
31,24,20,1,8,41,6,41
16,21,6,8,5,31,8,31
42,67,22,2,9,24,31,67
40,80,9,2,8,21,31,80
23,46,14,3,14,28,18,46
37,68,10,2,4,27,11,68
43,48,13,5,10,61,47,61
47,47,32,4,13,76,19,76
29,57,26,4,18,74,10,74
23,31,21,3,17,57,17,57
23,24,6,1,7,13,28,28
55,54,11,10,11,101,4,101
74,73,14,2,16,21,28,74
24,69,29,2,10,104,28,104
56,58,3,7,9,41,27,58
67,77,11,3,11,48,26,77
69,80,30,3,8,48,19,80
53,71,30,3,14,34,12,71
54,73,30,3,4,16,13,73
101,94,9,3,11,14,13,101
58,65,18,4,10,22,36,65
42,57,31,3,19,39,34,57
81,109,21,8,12,32,34,109
39,66,27,6,13,67,44,67
99,134,31,6,8,58,30,134
44,56,20,8,15,49,27,56
67,96,44,8,7,40,19,96
81,93,25,4,13,21,30,93
45,93,11,4,8,83,18,83
54,71,37,8,17,33,29,71
51,71,26,8,30,33,29,51
53,81,16,11,7,63,46,81
49,80,39,6,23,33,40,80
42,77,27,6,15,69,33,77
26,77,28,6,7,69,17,28
52,103,25,10,14,50,56,103
63,66,17,5,12,86,31,86
60,65,18,7,39,60,35,65
28,27,7,2,6,19,10,28
28,16,7,2,14,19,9,16
23,33,17,1,12,21,7,33
20,23,18,3,5,21,10,23
11,21,17,2,5,36,11,36
26,30,38,4,2,23,16,38
6,18,14,1,18,15,34,34
33,37,10,1,16,27,17,37
50,37,71,1,17,69,5,71
50,94,5,1,17,23,36,94
37,56,34,5,19,29,21,56
54,80,20,5,22,78,3,80
48,56,18,2,5,27,24,56
75,104,14,2,6,33,1,104
67,110,8,3,1,39,3,110
60,84,29,4,24,16,19,84
41,52,30,9,5,39,14,52
70,90,13,4,4,25,43,90
67,83,15,4,6,47,48,83
31,83,15,4,5,40,62,62
51,74,10,4,6,112,24,112
94,111,20,9,48,21,35,111
70,77,16,9,5,18,26,77
44,97,12,33,9,25,15,97
56,98,6,33,5,14,11,98
41,66,14,7,6,21,17,66
59,68,19,5,14,24,23,68
59,28,10,5,5,15,8,28
46,75,14,40,1,27,5,75
84,75,15,40,6,7,29,84
61,88,14,16,12,11,33,88
44,88,8,16,10,35,12,44
109,118,21,4,4,16,26,118
51,61,30,3,8,36,13,61
74,91,8,16,10,27,44,91
21,42,29,1,15,38,7,42
32,72,15,3,34,8,7,72
35,28,21,1,8,33,5,35
17,21,6,8,5,32,8,32
36,58,22,2,9,22,28,58
39,71,10,2,8,23,28,71
23,47,14,4,12,26,18,47
37,68,11,2,5,32,6,68
42,56,61,3,56,34,20,61
44,48,14,5,10,48,30,48
62,62,20,3,14,40,4,62
47,44,35,4,12,48,16,48
25,53,27,4,18,85,10,85
21,31,20,3,19,53,15,53
23,24,6,1,7,8,35,35
45,48,8,8,12,98,6,98
64,66,14,2,15,56,20,66
26,62,29,2,12,101,20,101
58,55,4,7,9,31,13,58
58,67,11,3,12,50,19,67
61,80,30,3,9,50,19,80
38,53,30,3,15,31,12,53
49,67,30,3,4,20,9,67
76,71,10,3,10,14,9,76
55,59,20,4,10,41,39,59
63,68,23,3,17,27,28,68
83,111,21,8,15,27,15,111
41,60,19,5,13,65,36,65
113,137,29,5,8,43,8,137
52,64,20,8,15,46,17,64
64,84,44,8,7,39,16,84
77,85,36,5,13,8,22,85
43,85,11,5,8,74,19,74
36,32,4,1,11,76,16,76
43,60,29,6,10,22,26,60
48,60,23,6,31,22,26,48
37,64,13,10,8,48,30,64
36,66,33,6,21,24,32,66
29,60,24,6,16,57,25,60
25,60,28,6,7,57,19,28
36,85,20,8,12,37,29,85
61,61,18,5,13,30,28,61
34,43,15,7,24,53,20,53
29,28,7,2,6,17,4,29
29,15,7,2,14,17,7,15
23,30,18,1,11,14,3,30
18,22,18,2,5,14,10,22
10,20,17,2,6,35,13,35
26,30,38,4,3,22,30,38
7,18,14,1,18,17,35,35
34,38,11,1,16,27,17,38
51,38,72,1,17,71,5,72
52,90,5,1,17,22,33,90
36,53,32,5,18,28,20,53
53,77,21,5,22,78,3,78
47,55,18,2,5,27,24,55
76,103,14,2,6,35,1,103
66,112,8,3,1,36,3,112
57,81,29,4,24,15,18,81
39,51,30,9,4,36,13,51
70,89,13,4,4,24,44,89
66,80,15,4,6,47,44,80
30,80,15,4,5,38,67,67
51,74,10,4,6,112,22,112
92,110,19,9,46,21,31,110
68,75,15,9,5,17,24,75
42,93,12,33,9,24,15,93
54,95,6,33,5,14,11,95
39,64,14,7,6,20,16,64
58,66,19,5,15,23,22,66
58,27,10,5,5,16,7,27
45,74,14,40,1,27,4,74
82,74,15,40,6,7,32,82
59,86,14,16,12,11,31,86
42,86,8,16,10,34,12,42
101,114,21,4,4,15,24,114
48,59,30,3,8,33,13,59
73,90,7,16,10,24,44,90
22,44,29,1,15,37,7,44
30,71,15,3,34,6,7,71
36,29,22,1,8,30,5,36
17,21,6,8,5,30,8,30
35,57,22,2,9,21,27,57
37,69,10,2,8,24,27,69
24,47,14,4,12,26,19,47
37,67,11,2,5,32,6,67
50,98,24,2,10,32,6,98
46,58,61,3,57,34,18,61
43,48,14,5,10,44,30,48
63,63,20,3,14,41,4,63
48,45,36,4,13,42,16,48
25,54,27,4,18,88,10,88
21,30,20,3,20,54,13,54
24,24,6,1,7,9,35,35
42,45,7,9,12,97,9,97
64,66,14,2,16,58,19,66
26,61,29,2,11,100,19,100
58,55,5,7,9,29,12,58
56,65,11,3,11,51,17,65
58,78,30,3,8,51,18,78
35,49,30,3,14,31,12,49
47,64,30,3,4,20,9,64
73,67,9,3,10,13,9,73
55,58,21,4,10,43,39,58
63,67,21,3,18,26,27,67
83,111,21,8,15,27,13,111
41,57,18,5,13,66,34,66
111,137,29,5,8,34,8,137
54,65,20,8,15,44,17,65
64,82,44,8,7,36,17,82
77,84,37,5,13,10,22,84
42,84,11,5,9,76,19,76
36,32,4,1,11,75,16,75
43,59,28,6,9,20,26,59
47,59,23,6,31,20,26,47
35,63,13,10,8,47,30,63
36,65,33,6,21,24,29,65
29,60,24,6,16,56,23,60
25,60,28,6,7,56,19,28
35,83,18,8,12,195,27,195
44,55,17,5,12,23,27,55
33,41,14,7,24,198,18,198
29,29,7,2,6,16,5,29
29,14,7,2,14,16,7,14
23,30,18,1,11,13,3,30
18,21,18,2,5,14,11,21
9,19,17,2,6,36,14,36
27,30,38,4,3,23,157,157
7,19,14,1,18,18,37,37
35,39,11,1,16,26,17,39
52,39,72,1,17,72,8,72
53,87,5,1,17,21,29,87
35,51,30,5,17,27,20,51
52,75,22,5,22,77,3,77
45,54,18,2,5,28,24,54
76,105,15,2,6,35,1,105
65,113,8,3,1,34,3,113
56,79,29,4,24,14,17,79
38,50,31,9,4,35,13,50
69,88,12,4,4,24,46,88
66,78,15,4,6,48,40,78
30,78,15,4,4,37,66,66
51,72,10,3,6,112,22,112
88,109,19,9,45,21,28,109
64,72,15,9,5,15,23,72
41,89,12,33,9,23,14,89
53,95,6,33,5,14,11,95
38,62,14,7,6,19,16,62
56,65,19,5,16,22,22,65
56,26,10,5,5,16,7,26
44,73,14,40,1,27,3,73
78,73,15,40,6,7,37,78
56,83,14,16,12,10,30,83
40,83,8,16,10,33,12,40
109,112,22,4,4,15,23,112
46,56,29,3,8,31,13,56
72,89,7,16,10,21,46,89
21,45,29,1,15,37,7,45
29,68,15,3,34,5,8,68
36,30,23,1,8,26,6,36
17,20,6,8,5,28,8,28
34,55,22,2,9,20,26,55
39,73,10,2,8,25,26,73
24,47,13,4,12,26,19,47
36,66,11,2,5,31,6,66
48,96,24,2,10,31,6,96
47,60,63,3,60,34,16,63
43,48,14,5,10,42,31,48
62,62,20,3,14,39,4,62
48,44,38,4,13,40,18,48
22,51,26,4,18,90,10,90
23,30,19,2,20,56,12,56
23,24,6,1,7,10,36,36
40,43,6,9,12,97,9,97
64,66,14,2,16,60,18,66
26,60,29,2,11,97,18,97
58,54,5,7,9,27,11,58
53,62,11,3,11,51,16,62
55,75,30,3,8,51,18,75
33,46,30,3,13,30,12,46
45,61,30,3,4,20,9,61
69,64,9,3,10,13,9,69
56,57,21,4,10,41,38,57
62,65,20,3,19,24,27,65
83,111,22,8,15,25,12,111
41,55,18,5,13,63,37,63
110,137,29,5,8,38,8,137
54,67,20,8,15,42,19,67
64,80,44,8,7,35,18,80
76,83,39,5,13,11,22,83
41,83,11,5,9,82,19,82
36,32,4,1,11,74,16,74
42,59,28,6,9,20,25,59
41,59,23,6,31,20,25,41
35,63,13,10,8,45,33,63
36,64,32,6,21,24,28,64
29,60,24,6,16,56,23,60
24,60,28,6,7,56,19,28
34,80,18,8,11,51,29,80
31,52,17,5,12,19,26,52
33,40,14,7,23,67,18,67
29,29,8,2,6,16,4,29
29,14,8,2,14,16,7,14
23,30,18,1,11,12,4,30
18,21,18,2,5,13,11,21
7,17,16,2,6,37,16,37
27,30,38,4,3,24,55,55
7,20,13,1,18,19,38,38
36,40,12,1,16,26,17,40
54,40,72,1,17,72,17,72
54,84,4,1,17,22,26,84
33,49,30,5,17,26,21,49
51,72,22,5,23,79,3,79
44,53,18,2,5,28,24,53
76,106,16,2,6,36,1,106
62,114,8,3,1,31,3,114
54,77,28,4,23,13,18,77
37,49,31,9,4,35,13,49
68,87,12,4,4,23,46,87
65,77,15,4,6,48,39,77
31,77,15,4,4,38,59,59
50,71,10,3,6,112,22,112
86,108,20,9,44,21,26,108
61,69,15,9,5,17,25,69
40,86,12,33,9,22,15,86
51,99,6,33,5,14,12,99
37,60,14,8,6,18,16,60
55,63,18,5,16,21,23,63
55,25,10,4,5,17,8,25
43,73,14,40,1,27,3,73
72,73,15,40,6,7,41,72
54,80,14,16,12,10,30,80
38,80,8,16,10,34,12,38
113,111,23,4,4,14,22,113
45,54,29,3,8,30,13,54
70,87,6,16,10,20,47,87
20,46,28,1,15,45,7,46
38,31,23,1,8,26,7,38
17,20,6,8,5,28,8,28
33,53,22,2,9,20,27,53
40,79,10,2,8,25,27,79
24,47,13,4,12,26,19,47
36,65,11,2,5,29,6,65
46,94,24,2,10,29,6,94
46,60,63,3,61,34,14,63
42,48,14,5,10,42,33,48
59,62,20,3,14,38,4,62
9,20,22,10,16,21,17,22
47,43,39,4,13,38,22,47
20,53,27,4,18,91,10,91
23,29,19,2,21,56,12,56
23,24,5,1,7,11,37,37
39,42,6,9,12,96,8,96
64,65,14,2,15,60,17,65
27,59,29,2,11,97,17,97
57,52,6,7,9,26,12,57
51,60,11,3,11,51,15,60
55,74,29,3,8,51,18,74
32,44,29,3,12,31,12,44
43,59,29,3,4,19,9,59
66,60,9,3,10,11,9,66
