PM2.5,PM10,NO2,NH3,SO2,CO,OZONE,AirQualityIndex
23,35,17,2,8,45,47,47
30,42,30,5,3,18,20,42
25,31,2,5,12,19,6,31
60,86,46,2,16,32,42,86
42,50,9,1,16,16,18,50
57,50,72,1,21,74,24,74
35,40,28,4,11,28,32,40
129,40,58,4,79,81,36,129
40,69,14,5,26,71,4,71
44,45,18,2,5,27,24,45
18,102,8,3,1,23,3,102
41,62,27,3,46,15,36,62
38,43,15,5,2,21,80,80
32,42,32,23,2,42,22,42
65,72,14,4,3,22,37,72
22,68,9,17,4,18,70,70
82,85,13,5,56,24,54,85
62,57,11,8,3,17,48,62
30,50,5,12,11,26,30,50
45,65,9,12,20,16,22,65
42,49,14,4,4,17,22,49
56,60,19,4,15,28,31,60
56,28,14,7,5,13,11,28
43,65,8,37,1,29,9,65
52,65,17,37,6,1,40,52
66,75,9,22,8,15,45,75
36,75,7,22,16,34,15,36
170,107,22,3,4,17,34,170
58,75,14,2,9,22,81,81
25,30,12,2,4,22,16,30
58,30,17,2,4,47,18,58
26,44,25,1,18,39,8,44
34,117,11,3,32,10,15,117
21,26,13,1,7,17,16,26
17,21,6,8,5,23,9,23
25,32,5,8,1,39,25,39
11,21,5,8,1,4,25,21
32,34,14,12,8,45,28,45
21,49,11,12,8,17,28,49
20,20,10,1,18,32,21,32
27,36,8,1,5,15,9,36
31,48,20,3,37,24,42,48
26,29,5,3,10,36,46,46
52,62,19,3,14,32,20,62
25,39,24,11,17,11,18,39
37,31,20,3,37,33,36,37
16,31,22,3,16,94,9,94
24,48,56,9,1,17,4,56
18,17,27,5,12,43,21,43
65,83,8,10,11,78,4,83
47,79,11,2,10,58,1,79
58,67,11,3,10,43,28,67
60,76,27,3,8,43,21,76
27,38,27,3,11,32,11,38
38,51,27,3,4,22,9,51
57,60,11,3,11,10,9,60
39,52,16,4,7,34,18,52
73,100,24,6,8,24,46,100
29,33,24,8,12,60,15,60
84,95,42,8,10,57,41,95
31,41,7,9,13,27,23,41
51,66,45,8,6,72,38,72
63,87,28,4,20,29,22,87
41,87,10,4,7,33,18,41
35,27,6,1,11,76,25,76
44,69,26,11,27,14,37,69
34,69,21,11,30,14,37,34
35,48,12,6,10,5,50,50
34,41,7,8,6,39,44,44
50,67,40,4,21,36,39,67
36,54,19,5,18,58,33,58
54,54,35,5,8,58,26,54
31,56,11,7,7,37,64,64
43,56,23,7,4,32,28,43
44,64,10,6,7,32,38,64
37,50,13,6,15,57,31,57
67,92,42,1,18,13,46,92
33,39,21,3,6,13,78,78
43,48,26,1,4,14,21,48
23,34,17,2,9,47,47,47
30,43,30,5,3,16,19,43
24,29,2,5,12,20,6,29
63,88,45,2,16,30,45,88
41,51,9,1,16,15,18,51
58,51,73,1,21,79,25,79
34,39,29,4,11,18,39,39
129,39,54,4,79,79,39,129
40,71,14,5,26,74,4,74
44,46,18,2,5,28,24,46
19,102,8,3,1,28,3,102
40,61,27,3,46,15,39,61
40,44,15,4,2,22,99,99
32,43,33,24,2,42,25,43
63,72,14,4,3,22,39,72
22,68,10,17,4,16,81,81
80,84,13,5,56,23,60,84
62,58,10,7,3,16,60,62
29,48,5,12,11,24,34,48
44,63,8,12,17,17,26,63
43,48,14,4,4,18,25,48
56,58,19,4,15,29,39,58
56,27,14,7,5,12,12,27
42,66,8,37,1,29,10,66
61,75,10,22,8,15,47,75
35,75,7,22,16,33,15,35
169,106,22,3,4,16,39,169
60,76,15,2,9,23,94,94
25,30,12,2,4,23,15,30
58,30,18,2,4,47,19,58
26,45,25,1,17,38,9,45
33,114,11,3,32,10,14,114
21,27,14,1,7,20,18,27
17,21,6,8,5,22,9,22
24,32,5,8,1,40,25,40
11,22,5,8,1,4,25,22
31,34,15,12,8,48,29,48
20,48,11,12,8,17,29,48
22,23,9,1,18,32,20,32
27,38,8,1,5,15,9,38
30,46,22,3,37,26,40,46
25,29,5,3,10,38,49,49
52,63,19,3,13,34,22,63
24,38,24,11,17,11,17,38
39,33,20,4,37,36,41,41
16,33,22,4,16,87,9,87
23,48,56,9,1,17,4,56
17,16,27,5,12,41,22,41
65,82,8,8,11,84,8,84
45,74,11,2,10,60,2,74
57,67,11,3,10,42,30,67
59,73,26,3,9,42,22,73
28,39,26,3,11,33,12,39
36,50,26,3,4,21,10,50
56,60,11,3,11,9,10,60
35,53,16,4,6,34,22,53
71,101,24,6,7,23,53,101
29,33,26,9,13,61,14,61
78,96,42,9,10,49,42,96
31,42,7,9,13,27,24,42
50,68,45,8,6,76,38,76
67,89,26,4,15,30,22,89
39,89,10,4,6,32,21,39
33,24,6,1,11,75,27,75
45,69,28,11,27,16,38,69
34,69,20,11,31,16,38,34
34,43,7,8,6,36,46,46
51,67,39,4,21,37,48,67
37,54,20,5,19,58,34,58
53,54,32,5,8,58,24,53
33,56,11,7,7,38,69,69
44,56,23,7,4,29,30,44
46,66,10,6,6,34,43,66
39,52,13,6,16,57,34,57
65,90,40,1,21,14,49,90
33,39,20,3,7,13,75,75
45,48,25,1,4,16,22,48
21,31,17,2,8,49,42,49
31,44,30,5,3,21,21,44
25,30,2,5,12,20,6,30
63,87,42,2,17,29,44,87
39,48,8,1,16,15,19,48
56,48,74,1,21,76,23,76
45,41,30,4,12,35,33,45
42,73,15,5,25,76,4,76
45,47,18,2,5,31,24,47
20,102,8,3,1,34,3,102
40,60,25,3,46,18,39,60
44,46,15,4,2,26,93,93
31,42,35,24,2,47,24,47
62,72,14,4,3,24,42,72
22,66,9,17,4,12,73,73
77,82,13,5,56,25,59,82
61,58,10,7,3,17,63,63
27,46,5,12,11,24,34,46
43,61,7,12,14,21,25,61
42,48,14,4,4,20,25,48
56,58,20,4,13,32,41,58
56,26,14,8,5,11,10,26
42,66,8,37,1,28,12,66
60,76,13,22,8,17,47,76
36,76,7,22,16,33,15,36
163,105,22,3,4,18,38,163
61,76,15,2,9,23,92,92
25,30,12,2,4,23,11,30
59,30,19,2,4,48,18,59
27,48,26,1,17,39,8,48
32,111,10,3,32,11,12,111
23,32,16,1,7,28,17,32
16,20,6,8,5,21,8,21
30,34,16,12,8,47,29,47
20,49,10,12,8,17,29,49
22,22,9,1,19,23,19,23
30,42,9,1,6,15,8,42
32,46,31,3,37,31,31,46
24,29,5,3,10,41,46,46
53,63,18,3,13,37,20,63
42,34,20,4,37,49,37,49
15,34,22,4,17,81,9,81
17,14,27,5,12,44,20,44
62,82,8,6,11,86,7,86
41,70,11,2,9,63,1,70
57,66,11,3,10,41,29,66
58,70,24,2,9,41,21,70
30,42,24,2,12,35,12,42
36,49,24,2,4,21,10,49
58,59,11,2,11,10,10,59
35,54,17,3,6,33,20,54
71,101,25,6,7,23,48,101
29,34,28,9,12,66,12,66
73,98,41,9,9,44,40,98
30,42,6,9,14,34,23,42
52,71,45,8,7,85,33,85
71,93,10,3,12,34,23,93
40,93,10,3,6,41,20,41
30,22,6,1,11,76,23,76
49,73,30,12,32,25,31,73
35,73,21,12,31,25,31,35
36,48,9,8,6,38,42,48
54,69,41,4,21,43,47,69
37,54,20,5,19,61,31,61
53,54,31,5,8,61,20,53
35,56,12,7,7,41,69,69
45,56,23,7,5,26,28,45
53,71,12,6,6,41,42,71
42,54,14,6,16,60,32,60
60,76,14,6,13,49,20,76
68,107,22,6,20,25,86,107
64,89,39,1,21,16,44,89
33,39,20,3,7,14,61,61
44,49,23,1,4,19,21,49
20,31,17,2,8,47,38,47
31,44,30,5,3,21,21,44
26,30,2,5,12,20,6,30
62,85,41,2,17,27,45,85
35,45,7,1,16,15,18,45
57,45,75,1,21,75,22,75
55,46,32,4,12,36,31,55
42,74,14,5,25,77,4,77
46,48,18,2,5,32,24,48
20,101,8,3,1,35,3,101
40,59,23,3,46,19,37,59
46,47,15,4,2,28,83,83
32,43,35,24,2,49,23,49
61,73,14,4,3,25,44,73
22,64,9,17,4,12,66,66
75,82,13,5,56,27,57,82
61,58,11,7,3,17,60,61
28,44,5,11,11,24,32,44
43,61,7,11,12,23,24,61
41,48,13,4,4,23,24,48
56,59,20,4,13,34,39,59
56,25,14,8,5,12,9,25
41,65,7,36,1,28,13,65
61,76,15,21,8,19,47,76
37,76,7,21,16,34,14,37
161,105,22,3,4,19,36,161
61,76,15,2,9,24,89,89
25,30,12,2,4,24,8,30
60,30,19,2,4,47,18,60
27,50,26,1,17,40,8,50
31,109,10,3,32,12,11,109
23,32,16,1,7,28,17,32
16,20,6,8,5,21,8,21
30,34,16,12,8,47,28,47
20,49,10,12,8,17,28,49
23,22,9,1,19,22,19,23
33,44,9,1,7,16,8,44
33,49,38,3,38,34,28,49
25,29,5,3,10,41,43,43
52,64,18,3,13,39,19,64
47,36,19,4,37,56,34,56
16,36,23,4,17,82,9,82
17,14,27,5,12,48,18,48
58,80,6,6,11,88,7,88
40,69,11,2,9,66,1,69
57,66,11,3,10,41,29,66
58,70,23,2,9,41,19,70
32,44,23,2,12,36,12,44
36,49,23,2,4,22,10,49
58,60,11,2,11,10,10,60
37,55,17,4,6,35,19,55
70,101,25,7,8,22,44,101
29,34,28,9,12,63,11,63
79,99,41,9,9,45,39,99
30,42,6,9,14,35,21,42
54,72,45,8,7,85,28,85
69,95,7,3,12,36,21,95
40,95,10,3,6,44,20,44
29,22,6,1,11,76,21,76
50,74,31,11,35,30,27,74
36,74,21,11,31,30,27,36
37,50,9,7,6,39,40,50
56,70,43,4,22,45,43,70
36,53,20,5,20,62,30,62
52,53,32,5,8,62,17,52
38,58,14,7,7,46,69,69
45,58,23,7,5,26,26,45
56,73,12,6,6,42,40,73
46,57,15,6,16,61,30,61
62,78,15,6,13,52,17,78
73,114,23,6,21,28,81,114
64,88,39,1,22,18,39,88
33,39,19,3,7,14,54,54
44,48,23,1,4,22,19,48
20,31,18,2,8,46,35,46
30,44,29,5,3,21,19,44
28,32,2,5,12,20,6,32
62,84,41,2,18,28,46,84
33,43,7,1,16,16,18,43
58,43,76,1,21,75,21,76
57,47,32,5,13,40,27,57
43,75,14,5,25,78,3,78
46,49,18,2,5,34,24,49
21,102,8,3,1,34,3,102
39,58,21,3,47,19,32,58
47,48,15,4,2,31,73,73
32,43,36,24,2,50,22,50
62,73,14,4,3,26,47,73
22,62,10,17,4,18,58,62
76,82,14,5,56,28,55,82
61,58,11,7,3,18,57,61
27,44,5,11,11,25,30,44
43,61,7,11,11,25,22,61
40,48,13,4,4,25,22,48
57,59,20,4,13,35,35,59
57,24,14,8,5,12,9,24
40,64,7,36,1,28,12,64
62,77,16,21,9,20,42,77
38,77,7,21,16,34,14,38
160,104,22,3,4,21,34,160
61,75,15,2,9,25,83,83
25,32,12,2,4,25,7,32
60,32,19,2,4,46,17,60
28,51,26,1,17,40,8,51
30,107,10,3,32,12,10,107
23,32,16,1,7,28,18,32
15,20,6,8,5,22,8,22
31,35,16,12,8,45,28,45
20,48,10,12,8,16,28,48
23,23,10,1,19,23,19,23
34,45,9,1,7,16,8,45
35,55,47,3,38,40,24,55
26,30,5,3,10,42,41,42
51,65,18,3,12,39,18,65
49,39,19,4,37,61,31,61
16,39,23,4,17,83,9,83
17,14,27,5,12,50,15,50
56,79,6,5,11,95,7,95
40,71,11,2,9,66,1,71
57,65,11,3,10,41,29,65
58,70,22,2,9,41,19,70
33,46,22,2,12,37,12,46
36,49,22,2,4,22,10,49
59,60,11,2,11,10,10,60
37,56,18,4,6,37,17,56
23,42,20,4,25,40,37,42
70,101,26,7,8,22,40,101
29,34,29,9,12,61,11,61
86,100,41,9,10,44,38,100
29,42,6,8,14,33,20,42
56,73,45,8,7,86,24,86
67,96,7,3,12,36,20,96
41,96,10,3,6,49,20,49
28,21,5,1,11,75,18,75
56,76,33,12,39,35,23,76
37,76,21,12,30,35,23,37
38,53,9,7,6,40,38,53
57,71,44,4,22,44,37,71
36,53,20,5,20,63,28,63
51,53,33,5,8,63,15,51
42,64,15,7,7,51,63,64
45,64,24,7,5,25,25,45
59,75,13,6,6,44,36,75
49,60,16,6,16,61,27,61
64,80,16,6,13,56,15,80
77,111,23,6,21,29,77,111
64,87,38,1,22,19,31,87
33,39,19,3,7,14,45,45
44,48,23,1,4,24,17,48
20,31,18,2,8,44,30,44
30,44,29,5,3,21,18,44
29,34,2,5,12,20,6,34
61,83,42,2,18,31,42,83
59,48,34,5,12,39,22,59
42,75,15,5,25,78,3,78
47,50,18,2,5,34,23,50
21,102,8,3,1,32,3,102
39,57,19,4,47,20,28,57
48,50,15,4,2,33,59,59
33,43,36,24,2,52,21,52
62,73,14,4,3,27,49,73
61,69,17,5,4,134,73,134
76,82,15,5,57,31,51,82
62,59,11,7,3,19,51,62
27,43,5,11,11,25,29,43
42,61,7,11,9,26,19,61
40,48,13,4,4,26,20,48
57,58,20,4,14,36,29,58
57,24,14,8,5,12,9,24
40,63,7,36,1,28,11,63
63,79,17,21,9,20,39,79
39,79,7,21,16,34,14,39
160,103,22,3,4,21,31,160
62,75,15,2,10,27,70,75
25,33,12,2,4,27,5,33
60,33,19,2,4,45,17,60
28,51,26,1,17,40,8,51
30,106,10,3,32,12,8,106
23,32,16,1,7,28,17,32
15,20,6,8,4,22,8,22
32,36,17,12,8,43,27,43
19,48,10,12,8,16,27,48
23,23,10,1,19,22,19,23
34,47,9,1,7,16,8,47
38,62,56,3,38,47,20,62
26,31,5,3,10,42,39,42
52,66,18,3,12,38,17,66
51,41,19,4,36,66,26,66
16,41,24,4,17,83,9,83
16,13,27,5,12,52,12,52
55,79,6,5,11,95,7,95
41,73,11,2,9,67,1,73
57,64,11,3,10,41,27,64
57,69,22,2,9,41,18,69
34,48,22,2,12,39,11,48
36,49,22,2,4,22,10,49
58,60,11,2,11,11,10,60
37,57,18,4,6,34,15,57
23,43,20,4,24,43,33,43
71,101,26,7,8,21,35,101
29,34,30,10,12,58,9,58
88,102,41,10,10,58,36,102
29,42,6,8,14,29,19,42
57,75,45,8,7,87,20,87
66,99,6,3,12,36,18,99
42,99,10,3,6,49,21,49
28,20,5,1,11,75,16,75
60,79,35,12,43,42,19,79
38,79,21,12,31,42,19,38
40,55,10,7,6,40,36,55
59,73,44,4,22,44,33,73
36,53,21,5,20,64,25,64
51,53,34,5,8,64,12,51
45,70,17,7,7,54,55,70
46,70,24,7,5,25,24,46
62,77,14,6,6,45,31,77
52,63,18,6,16,62,24,63
68,82,18,6,13,58,12,82
79,113,24,6,21,31,69,113
63,87,38,1,22,19,23,87
33,38,18,3,7,14,37,38
44,47,23,1,4,25,16,47
20,31,19,2,8,43,25,43
30,45,29,5,3,21,19,45
31,37,2,5,12,20,6,37
63,85,42,2,18,34,39,85
62,52,35,5,13,41,18,62
42,75,15,5,25,78,3,78
47,50,18,2,5,34,23,50
21,102,8,3,1,31,3,102
38,56,18,4,47,20,24,56
50,51,15,4,2,36,47,51
34,44,37,24,2,52,20,52
62,73,14,4,3,27,49,73
62,70,17,5,4,134,65,134
80,83,16,5,57,31,45,83
63,60,11,7,3,20,45,63
28,43,5,11,12,25,27,43
42,62,7,11,10,28,16,62
42,48,13,4,3,27,18,48
57,57,20,4,13,37,26,57
57,23,14,8,5,13,9,23
40,63,7,36,1,28,11,63
66,81,17,21,9,21,38,81
39,81,7,21,16,33,14,39
158,102,22,3,4,22,28,158
63,76,15,2,10,29,56,76
25,31,11,2,4,29,4,31
60,31,19,2,4,46,16,60
27,51,26,1,17,39,8,51
30,104,10,3,32,12,8,104
23,33,16,1,7,27,16,33
15,20,6,8,4,22,8,22
33,36,16,11,8,41,25,41
19,48,10,11,8,16,25,48
23,24,10,1,19,22,18,24
35,48,9,1,7,17,7,48
42,69,61,3,38,50,16,69
26,32,4,3,10,41,38,41
52,67,17,3,12,36,15,67
53,42,20,4,36,73,20,73
16,42,24,4,17,85,9,85
16,14,27,5,12,55,9,55
55,79,6,5,11,96,7,96
41,73,11,2,9,67,1,73
56,63,11,3,10,42,26,63
57,68,21,2,9,42,17,68
38,51,21,2,12,39,11,51
36,49,21,2,4,23,10,49
56,59,11,2,11,11,10,59
38,57,18,4,6,30,14,57
26,44,21,4,24,44,31,44
71,100,26,7,7,22,31,100
29,36,32,10,12,57,8,57
90,104,41,10,9,66,32,104
29,42,5,8,15,28,17,42
58,76,45,8,7,87,17,87
66,102,6,3,12,36,18,102
41,102,10,3,6,52,21,52
28,20,5,1,11,75,14,75
62,82,37,12,45,48,15,82
38,82,21,12,30,48,15,38
42,57,10,7,5,43,31,57
60,74,45,4,21,43,28,74
37,54,21,5,20,65,22,65
50,54,34,5,8,65,10,50
48,74,19,7,7,57,48,74
47,74,24,7,5,25,22,47
66,79,15,6,6,45,27,79
55,66,19,6,17,63,21,66
70,84,19,6,14,58,11,84
86,116,24,6,21,31,60,116
62,86,38,1,22,19,16,86
33,38,18,3,7,14,32,38
45,47,23,1,4,25,14,47
20,32,20,2,9,42,21,42
30,45,29,5,3,20,21,45
33,38,2,5,12,20,6,38
64,85,41,2,17,35,37,85
65,54,36,5,12,42,14,65
40,74,15,5,24,77,3,77
47,51,18,2,5,33,24,51
23,102,8,3,1,30,3,102
38,55,18,4,47,20,23,55
52,53,15,4,2,39,35,53
34,45,37,25,2,52,19,52
62,72,14,4,3,27,55,72
64,71,17,5,4,134,58,134
85,84,16,5,57,33,41,85
64,60,12,7,3,21,38,64
28,42,5,10,12,26,25,42
44,64,7,10,11,30,14,64
42,49,13,4,5,27,15,49
57,57,21,4,13,38,22,57
57,22,14,8,5,13,7,22
40,63,7,36,1,28,11,63
67,84,17,20,9,22,36,84
39,84,7,20,16,33,13,39
154,101,22,3,4,22,25,154
66,79,15,1,10,31,43,79
25,28,11,2,4,31,4,28
61,28,19,2,4,54,15,61
27,50,26,1,16,39,7,50
30,103,10,3,32,11,9,103
23,33,16,1,7,27,14,33
15,20,6,8,4,24,8,24
33,37,16,11,8,39,24,39
19,48,10,11,8,17,24,48
23,24,10,1,19,22,18,24
37,50,10,1,7,17,7,50
42,76,62,3,39,51,13,76
26,32,4,3,10,41,37,41
53,67,18,3,12,33,14,67
56,45,20,4,36,77,11,77
16,45,25,4,17,88,9,88
16,14,28,5,11,58,6,58
54,77,9,5,11,96,7,96
42,76,11,2,9,66,1,76
55,62,11,3,10,42,24,62
56,67,21,2,9,42,16,67
42,55,21,2,12,40,11,55
36,49,21,2,4,23,10,49
55,58,11,2,11,12,10,58
38,58,18,4,6,33,13,58
29,49,21,4,25,47,30,49
71,99,26,7,7,24,25,99
30,37,33,11,13,60,7,60
88,105,41,11,9,70,28,105
29,42,5,8,15,32,16,42
59,77,45,8,7,87,14,87
67,104,6,3,12,34,17,104
41,104,10,3,7,55,21,55
27,20,5,1,11,75,12,75
62,83,36,11,42,49,12,83
39,83,21,11,30,49,12,39
45,59,11,7,5,45,28,59
61,76,46,4,21,44,20,76
37,54,21,5,20,68,19,68
48,54,34,5,8,68,9,48
51,79,20,7,7,59,40,79
48,79,24,7,5,26,22,48
68,80,15,6,6,45,23,80
59,68,19,6,18,63,17,68
73,87,19,6,14,58,9,87
94,118,25,6,21,31,51,118
62,85,37,1,22,20,10,85
32,38,18,3,7,14,29,38
44,47,23,1,4,25,13,47
21,32,20,2,9,39,17,39
31,45,29,5,3,20,26,45
34,39,2,5,12,20,6,39
62,84,40,2,17,34,36,84
67,57,36,5,12,42,10,67
40,73,15,5,24,76,3,76
47,51,18,2,5,32,24,51
24,102,8,3,1,29,3,102
38,55,18,3,47,20,21,55
54,56,15,4,2,41,23,56
34,46,38,25,2,53,17,53
63,72,14,4,3,28,59,72
66,73,20,5,4,134,49,134
89,85,16,5,57,33,37,89
65,61,12,7,3,22,32,65
29,42,5,10,12,27,22,42
45,67,7,10,11,31,11,67
43,50,14,4,8,27,13,50
57,22,14,8,5,14,6,22
70,87,17,20,9,23,33,87
39,87,7,20,16,34,14,39
149,100,22,3,4,22,23,149
71,82,15,1,10,33,31,82
25,26,11,2,4,33,4,26
61,26,19,2,4,57,14,61
26,50,26,1,16,39,7,50
29,101,10,3,32,10,9,101
23,33,16,1,7,26,13,33
14,21,6,8,4,26,8,26
34,38,16,11,8,36,24,38
19,48,10,11,8,17,24,48
23,25,10,1,19,22,18,25
38,50,10,1,7,17,7,50
41,77,62,3,39,52,11,77
27,33,4,3,10,41,36,41
52,67,18,3,12,30,13,67
58,47,21,4,36,78,6,78
17,47,25,4,17,91,9,91
17,14,28,5,11,59,4,59
54,77,9,4,11,97,4,97
42,75,11,2,9,66,1,75
53,61,11,3,10,42,23,61
56,67,21,2,9,42,15,67
44,58,21,2,12,40,11,58
36,49,21,2,4,23,10,49
53,57,11,2,11,13,10,57
38,59,18,4,6,40,10,59
30,55,21,4,25,46,28,55
71,99,27,7,7,26,20,99
31,38,35,11,13,61,5,61
87,106,41,11,9,73,24,106
28,42,5,8,15,36,16,42
59,78,45,8,7,87,10,87
66,106,6,3,12,31,17,106
41,106,10,3,7,58,19,58
27,20,5,1,11,76,11,76
61,81,36,10,42,49,10,81
40,81,20,10,30,49,10,40
46,60,11,7,5,45,25,60
64,79,48,4,22,47,14,79
37,55,22,6,20,70,17,70
47,55,34,6,8,70,8,47
54,82,21,8,7,61,32,82
47,82,24,8,5,25,21,47
70,81,17,6,6,42,20,81
62,70,19,6,19,65,14,70
75,90,19,6,14,54,7,90
101,119,25,6,21,31,46,119
62,85,37,1,22,19,7,85
32,37,18,3,7,14,27,37
44,47,23,1,4,23,12,47
22,33,21,2,10,36,17,36
30,44,29,5,3,19,30,44
35,39,2,5,12,19,6,39
61,82,39,2,17,33,34,82
69,59,36,5,12,44,8,69
39,73,15,5,24,75,3,75
46,51,18,2,5,31,24,51
25,103,8,3,1,28,3,103
39,56,19,3,47,20,17,56
57,59,15,4,2,43,13,59
35,47,38,25,2,52,15,52
64,72,14,4,3,28,54,72
67,74,20,5,4,134,43,134
93,86,16,5,57,33,34,93
66,62,12,7,3,22,28,66
30,43,5,10,12,29,19,43
48,69,7,10,12,31,8,69
45,51,14,4,10,27,10,51
58,21,13,8,5,14,6,21
73,91,18,20,9,23,32,91
39,91,7,20,16,34,14,39
147,99,22,3,4,22,21,147
75,85,15,1,10,35,21,85
25,25,11,2,4,35,3,25
61,25,19,2,4,58,14,61
26,49,26,1,16,38,7,49
29,100,9,3,32,9,9,100
23,33,16,1,7,22,13,33
14,22,6,8,4,27,8,27
34,38,16,11,9,32,25,38
20,49,10,11,8,18,25,49
23,25,10,1,19,22,18,25
38,52,10,1,7,17,7,52
41,78,64,3,39,51,10,78
27,34,4,3,10,40,36,40
52,67,18,3,13,28,11,67
60,48,22,4,36,77,4,77
16,48,25,4,17,91,9,91
17,14,29,5,11,62,2,62
55,79,10,4,10,97,4,97
41,75,11,2,9,63,1,75
53,60,11,3,10,42,23,60
56,67,21,2,9,42,13,67
46,60,21,2,12,40,11,60
36,49,21,2,4,23,10,49
51,55,11,2,11,13,10,55
39,60,18,4,6,49,9,60
31,57,22,4,25,42,25,57
72,99,27,7,7,27,16,99
31,39,36,11,13,59,4,59
87,107,41,11,9,59,20,107
29,42,4,8,16,35,16,42
60,78,45,8,7,86,9,86
66,107,6,3,12,25,17,107
40,107,10,3,7,61,18,61
27,20,4,1,11,75,11,75
61,79,35,9,42,48,11,79
41,79,20,9,29,48,11,41
48,62,11,8,5,46,22,62
66,83,49,4,22,47,9,83
39,57,22,6,20,72,14,72
47,57,35,6,8,72,8,47
57,85,22,8,7,63,25,85
46,85,24,8,5,25,20,46
70,82,17,6,6,38,18,82
65,70,19,6,19,66,12,70
78,93,19,6,14,53,6,93
116,124,25,6,21,30,41,124
62,84,37,1,22,19,5,84
32,37,18,3,7,13,27,37
44,47,22,1,4,22,12,47
23,34,21,2,11,33,16,34
29,44,29,5,3,16,34,44
33,39,2,5,12,19,6,39
60,81,39,2,17,31,32,81
72,60,36,5,12,42,7,72
39,72,15,5,24,73,3,73
46,51,18,2,5,28,24,51
26,103,8,3,1,27,3,103
40,56,20,3,47,19,14,56
59,62,15,4,2,43,8,62
35,48,38,25,2,52,15,52
64,72,14,4,3,28,53,72
68,75,20,5,4,134,38,134
96,87,16,5,57,32,32,96
68,63,12,7,3,23,23,68
30,43,5,10,12,29,17,43
50,72,7,10,13,30,7,72
45,53,15,4,10,27,9,53
58,21,13,8,5,14,6,21
75,94,19,20,9,24,32,94
40,94,8,20,16,34,14,40
148,98,22,3,4,21,19,148
78,89,15,1,10,36,14,89
25,25,11,2,4,36,3,25
61,25,19,2,4,58,14,61
26,48,26,1,16,37,7,48
28,98,9,3,32,7,9,98
22,32,16,1,7,17,13,32
13,23,6,8,4,28,8,28
34,39,16,10,9,27,26,39
20,51,10,10,8,18,26,51
23,24,10,1,19,22,18,24
39,53,10,1,8,17,8,53
40,78,63,3,39,49,10,78
27,34,4,3,10,39,37,39
52,67,17,3,13,26,11,67
61,49,22,4,36,72,3,72
16,49,25,4,17,92,9,92
17,14,30,5,11,63,1,63
56,82,10,4,10,98,4,98
41,74,10,2,9,60,1,74
52,59,11,3,10,43,23,59
55,67,21,2,9,43,12,67
52,65,21,2,13,39,11,65
37,50,21,2,4,24,9,50
51,54,11,2,11,14,9,54
38,60,19,4,6,57,9,60
31,57,23,4,25,40,24,57
73,99,27,7,7,28,15,99
32,41,36,11,13,56,4,56
88,108,41,11,9,57,18,108
29,42,4,8,16,32,15,42
60,80,45,8,7,85,9,85
67,108,6,3,12,19,18,108
40,108,10,3,6,59,17,59
27,20,4,1,11,75,11,75
60,77,34,7,42,44,13,77
43,77,20,7,29,44,13,43
50,64,11,8,5,41,23,64
69,85,49,4,22,44,8,85
40,59,23,6,21,67,16,67
46,59,36,6,8,67,7,46
60,88,23,8,8,63,19,88
46,88,24,8,5,27,21,46
71,82,17,6,6,32,15,82
68,71,20,6,20,66,11,71
82,97,20,6,14,51,6,97
126,122,25,6,21,29,37,126
62,83,36,1,22,18,5,83
32,37,18,3,7,13,26,37
45,47,22,1,4,20,12,47
24,35,21,2,11,31,16,35
29,44,28,5,3,12,34,44
33,38,2,5,12,20,7,38
58,79,39,2,17,29,33,79
74,62,36,5,12,41,7,74
39,72,15,5,24,72,3,72
45,51,18,2,5,26,24,51
27,104,8,3,1,25,3,104
41,58,20,3,47,17,13,58
61,65,15,4,3,42,6,65
36,49,39,25,2,50,14,50
65,72,14,4,2,28,60,72
69,76,20,5,4,134,33,134
99,88,16,5,57,32,29,99
69,64,12,7,3,24,21,69
31,44,5,10,12,29,16,44
53,74,7,10,14,29,6,74
46,54,16,4,10,26,8,54
59,21,13,8,5,15,6,21
78,97,21,19,10,24,30,97
40,97,8,19,16,35,14,40
149,97,21,3,4,20,18,149
82,92,16,1,10,38,10,92
25,25,11,2,4,38,3,25
61,25,19,2,4,55,13,61
25,47,26,1,15,36,7,47
28,97,9,3,32,6,9,97
22,32,16,1,7,14,12,32
13,23,6,8,5,28,8,28
34,40,16,10,9,24,27,40
21,53,9,10,8,19,27,53
23,25,10,1,19,21,19,25
40,55,10,1,8,16,8,55
39,78,66,3,39,47,10,78
27,35,4,3,10,38,37,38
51,68,17,3,13,25,10,68
62,51,23,4,36,64,3,64
16,51,25,4,17,90,9,90
17,15,30,5,11,59,1,59
57,83,10,3,11,98,4,98
42,76,10,2,9,57,1,76
52,58,11,3,10,45,23,58
53,65,21,2,9,45,11,65
57,70,21,2,14,38,11,70
37,51,21,2,4,24,9,51
52,55,10,2,11,14,9,55
38,62,20,4,6,58,9,62
31,57,23,4,25,36,25,57
75,99,28,7,7,28,14,99
32,42,37,12,13,55,4,55
89,109,41,12,9,64,15,109
29,42,4,8,16,30,15,42
60,81,45,8,7,84,9,84
67,109,5,3,12,15,17,109
40,109,10,3,6,57,16,57
27,20,4,1,11,74,11,74
60,77,34,8,45,40,13,77
43,77,20,8,29,40,13,43
52,67,12,8,5,40,21,67
70,87,49,4,22,42,8,87
63,92,24,8,7,63,15,92
